	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1180	1
2	60	13	1158	32
3	90	54	1033	143
4	120	95	862	295
5	150	111	780	392
6	180	113	773	428
7	210	113	792	438
8	240	113	816	445
9	270	145	818	447
10	300	236	689	499
11	330	286	614	552
12	360	304	592	577
13	390	306	600	589
14	420	306	617	591
15	450	306	635	591
16	480	319	631	596
17	510	385	570	611
18	540	448	512	634
19	570	470	499	632
20	600	472	509	533
21	630	473	520	381
22	660	473	538	276
23	690	475	556	228
24	720	526	522	220
25	750	581	474	227
26	780	608	450	231
27	810	611	459	194
28	840	611	474	136
29	870	612	488	106
30	900	614	500	93
31	930	650	479	96
32	960	700	429	105
33	990	719	419	104
34	1020	724	414	98
35	1050	726	420	73
36	1080	726	434	61
37	1110	727	449	57
38	1140	757	427	60
39	1170	798	398	65
40	1200	826	376	69
41	1230	831	377	73
42	1260	833	382	59
43	1290	833	399	51
44	1320	833	417	51
45	1350	861	402	53
46	1380	910	362	58
47	1410	940	336	63
48	1440	950	344	60
