	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	0	2	1170
2	60	7	31	1168
3	90	41	150	1047
4	120	77	287	898
5	150	92	375	826
6	180	100	425	785
7	210	130	462	739
8	240	168	513	669
9	270	196	550	625
10	300	206	569	616
11	330	222	577	617
12	360	251	587	598
13	390	279	602	570
14	420	288	625	558
15	450	291	630	574
16	480	311	634	569
17	510	351	635	544
18	540	370	636	537
19	570	384	623	542
20	600	391	527	552
21	630	422	383	530
22	660	445	292	525
23	690	455	236	534
24	720	457	206	546
25	750	472	156	551
26	780	501	122	533
27	810	520	95	536
28	840	529	92	551
29	870	535	82	553
30	900	563	77	538
31	930	594	60	520
32	960	608	51	524
33	990	613	54	539
34	1020	632	52	538
35	1050	666	51	520
36	1080	681	53	516
37	1110	693	53	518
38	1140	697	51	541
39	1170	726	47	529
40	1200	759	48	514
41	1230	776	47	510
42	1260	786	47	519
43	1290	804	48	517
44	1320	841	47	497
45	1350	859	49	493
46	1380	868	47	497
47	1410	878	45	513
48	1440	891	43	514
