	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	2	0	1166
2	60	19	12	1172
3	90	115	62	1071
4	120	270	94	912
5	150	353	101	852
6	180	370	102	862
7	210	372	102	894
8	240	374	110	914
9	270	395	176	853
10	300	447	253	742
11	330	486	268	708
12	360	501	270	725
13	390	506	271	738
14	420	506	271	758
15	450	510	311	734
16	480	535	399	645
17	510	560	440	594
18	540	574	445	587
19	570	570	446	595
20	600	488	446	607
21	630	329	454	623
22	660	252	517	574
23	690	255	577	499
24	720	272	590	481
25	750	275	591	492
26	780	260	591	509
27	810	212	592	528
28	840	169	627	516
29	870	163	688	472
30	900	166	703	461
31	930	169	709	478
32	960	167	709	489
33	990	147	709	504
34	1020	121	722	514
35	1050	110	768	474
36	1080	120	808	439
37	1110	124	816	441
38	1140	124	818	457
39	1170	117	818	467
40	1200	89	821	479
41	1230	76	849	468
42	1260	75	904	418
43	1290	83	917	410
44	1320	86	919	421
45	1350	87	919	430
46	1380	74	919	441
47	1410	67	934	445
48	1440	68	989	394
