	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	4	1177	0
2	60	35	1178	16
3	90	156	1050	61
4	120	310	901	86
5	150	418	798	110
6	180	480	743	132
7	210	513	709	153
8	240	547	682	171
9	270	562	663	197
10	300	577	653	212
11	330	590	642	232
12	360	598	640	249
13	390	607	648	259
14	420	610	649	268
15	450	614	645	281
16	480	620	653	291
17	510	627	662	309
18	540	627	671	324
19	570	617	685	341
20	600	511	692	355
21	630	358	704	365
22	660	250	702	378
23	690	174	717	383
24	720	143	726	399
25	750	107	749	410
26	780	95	750	431
27	810	82	756	444
28	840	73	766	455
29	870	70	763	473
30	900	62	778	485
31	930	59	784	504
32	960	58	796	512
33	990	55	807	528
34	1020	52	814	540
35	1050	50	826	556
36	1080	51	835	573
37	1110	50	848	592
38	1140	53	849	607
39	1170	49	862	623
40	1200	49	876	640
41	1230	56	883	651
42	1260	55	906	661
43	1290	50	917	677
44	1320	51	935	695
45	1350	49	946	710
46	1380	46	954	725
47	1410	49	964	737
48	1440	56	990	751
