	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	3	0	1177
2	60	17	14	1185
3	90	141	51	1058
4	120	282	76	921
5	150	393	98	813
6	180	438	111	783
7	210	477	136	746
8	240	512	185	688
9	270	568	216	622
10	300	600	237	584
11	330	605	246	591
12	360	610	260	603
13	390	618	297	589
14	420	632	319	573
15	450	644	335	555
16	480	652	342	561
17	510	654	373	547
18	540	657	403	536
19	570	654	427	519
20	600	561	434	522
21	630	413	437	527
22	660	303	458	525
23	690	242	495	505
24	720	212	524	485
25	750	189	531	488
26	780	135	535	504
27	810	96	552	499
28	840	91	596	477
29	870	90	613	458
30	900	85	627	454
31	930	76	630	461
32	960	63	644	460
33	990	56	672	444
34	1020	61	692	424
35	1050	59	699	435
36	1080	55	702	445
37	1110	52	720	443
38	1140	49	746	434
39	1170	50	765	434
40	1200	49	775	438
41	1230	43	780	446
42	1260	37	797	440
43	1290	38	823	432
44	1320	41	840	430
45	1350	45	848	436
46	1380	37	849	458
47	1410	39	864	450
48	1440	43	895	430
