	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	1	1168	1
2	60	14	1163	14
3	90	114	1061	56
4	120	287	879	87
5	150	375	809	96
6	180	398	817	97
7	210	400	837	97
8	240	401	865	97
9	270	407	886	97
10	300	407	914	97
11	330	408	957	97
12	360	411	987	97
13	390	411	1025	97
14	420	423	997	148
15	450	456	865	272
16	480	503	795	322
17	510	528	787	326
18	540	536	796	328
19	570	532	819	328
20	600	450	842	328
21	630	279	866	328
22	660	175	894	328
23	690	150	926	328
24	720	147	955	328
25	750	147	976	330
26	780	156	914	401
27	810	185	773	534
28	840	219	719	579
29	870	231	721	584
30	900	234	747	584
31	930	232	768	584
32	960	205	801	584
33	990	156	819	584
34	1020	127	844	584
35	1050	120	873	584
36	1080	118	903	584
37	1110	119	943	585
38	1140	127	862	700
39	1170	159	737	821
40	1200	189	697	849
41	1230	193	705	857
42	1260	195	714	857
43	1290	187	747	857
44	1320	160	775	857
45	1350	123	790	857
46	1380	107	811	857
47	1410	106	839	857
48	1440	106	854	857
