	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	4	0	1154
2	60	29	13	1155
3	90	124	44	1062
4	120	266	69	930
5	150	358	100	837
6	180	422	121	771
7	210	462	128	767
8	240	474	128	777
9	270	479	128	801
10	300	480	128	835
11	330	480	128	866
12	360	481	128	890
13	390	483	128	933
14	420	483	128	970
15	450	485	128	992
16	480	488	128	1018
17	510	490	128	1048
18	540	486	128	1068
19	570	479	184	1034
20	600	442	338	875
21	630	354	457	727
22	660	281	529	641
23	690	238	570	596
24	720	203	580	593
25	750	190	581	601
26	780	188	581	626
27	810	185	581	645
28	840	185	581	668
29	870	186	581	691
30	900	186	581	717
31	930	185	581	737
32	960	185	581	757
33	990	189	581	778
34	1020	186	581	801
35	1050	187	581	834
36	1080	182	597	856
37	1110	163	731	738
38	1140	143	834	622
39	1170	123	930	529
40	1200	105	968	495
41	1230	101	985	485
42	1260	98	985	501
43	1290	100	985	514
44	1320	99	985	529
45	1350	100	985	548
46	1380	99	985	575
47	1410	97	985	595
48	1440	97	985	622
