	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	0	5	1170
2	60	9	19	1170
3	90	57	139	1041
4	120	96	346	828
5	150	101	436	766
6	180	102	456	768
7	210	102	462	781
8	240	102	463	815
9	270	102	468	835
10	300	102	468	862
11	330	102	470	881
12	360	102	473	905
13	390	102	473	936
14	420	102	476	962
15	450	127	480	963
16	480	294	522	792
17	510	391	587	656
18	540	420	622	619
19	570	422	625	617
20	600	423	529	637
21	630	423	326	658
22	660	423	218	672
23	690	423	188	705
24	720	423	183	733
25	750	423	180	754
26	780	423	175	784
27	810	423	175	811
28	840	433	174	825
29	870	558	186	707
30	900	680	221	571
31	930	720	233	533
32	960	721	240	540
33	990	721	215	564
34	1020	721	146	580
35	1050	721	99	606
36	1080	721	88	629
37	1110	721	88	649
38	1140	721	89	667
39	1170	721	90	686
40	1200	721	92	701
41	1230	722	93	728
42	1260	816	101	644
43	1290	948	122	504
44	1320	992	139	462
45	1350	999	144	461
46	1380	1000	138	477
47	1410	1000	101	497
48	1440	1000	79	513
