	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	2	1176	1
2	60	30	1168	15
3	90	140	1041	55
4	120	261	909	94
5	150	380	790	120
6	180	429	751	128
7	210	450	758	131
8	240	453	773	131
9	270	456	791	132
10	300	458	812	132
11	330	460	847	132
12	360	460	879	132
13	390	461	915	132
14	420	463	943	132
15	450	473	912	178
16	480	515	761	310
17	510	565	651	398
18	540	607	578	451
19	570	608	560	473
20	600	515	566	478
21	630	386	595	478
22	660	275	615	478
23	690	214	631	478
24	720	184	650	478
25	750	182	670	478
26	780	178	699	478
27	810	179	726	478
28	840	180	714	513
29	870	195	602	631
30	900	218	507	719
31	930	221	485	761
32	960	223	470	783
33	990	196	474	789
34	1020	145	488	791
35	1050	100	505	791
36	1080	81	522	791
37	1110	74	537	791
38	1140	72	555	791
39	1170	71	584	791
40	1200	73	606	791
41	1230	76	605	812
42	1260	86	540	893
43	1290	105	450	977
44	1320	116	409	1022
45	1350	121	392	1043
46	1380	112	392	1047
47	1410	90	408	1047
48	1440	82	421	1048
