	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1176	0	1
2	60	1173	18	21
3	90	1064	67	129
4	120	928	107	263
5	150	835	119	365
6	180	815	124	399
7	210	842	125	403
8	240	877	125	405
9	270	900	125	406
10	300	929	125	406
11	330	954	125	406
12	360	999	125	407
13	390	1030	125	408
14	420	1059	125	411
15	450	1094	125	414
16	480	1126	125	416
17	510	1170	125	416
18	540	1214	125	418
19	570	1238	126	410
20	600	1240	165	331
21	630	1001	396	242
22	660	713	599	244
23	690	613	679	238
24	720	602	692	252
25	750	618	693	256
26	780	639	693	257
27	810	659	693	257
28	840	683	693	258
29	870	706	693	258
30	900	734	693	257
31	930	761	693	255
32	960	786	693	255
33	990	817	693	252
34	1020	839	693	254
35	1050	870	693	253
36	1080	893	693	253
37	1110	920	693	253
38	1140	938	699	212
39	1170	799	858	122
40	1200	595	1053	98
41	1230	504	1127	105
42	1260	484	1147	113
43	1290	488	1153	112
44	1320	504	1153	112
45	1350	526	1153	112
46	1380	543	1153	112
47	1410	561	1153	113
48	1440	584	1153	112
