	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1173	5	0
2	60	1150	35	12
3	90	1053	129	45
4	120	929	251	79
5	150	822	364	107
6	180	777	432	121
7	210	788	452	126
8	240	803	460	128
9	270	788	473	163
10	300	709	508	235
11	330	648	543	280
12	360	615	575	305
13	390	607	592	322
14	420	628	595	326
15	450	648	599	326
16	480	637	606	353
17	510	593	612	403
18	540	564	622	433
19	570	546	607	466
20	600	553	527	474
21	630	571	408	477
22	660	587	295	479
23	690	578	223	507
24	720	542	201	556
25	750	506	198	595
26	780	488	193	620
27	810	487	171	628
28	840	505	136	630
29	870	522	99	630
30	900	505	81	659
31	930	479	80	694
32	960	452	81	726
33	990	446	79	744
34	1020	466	76	750
35	1050	473	66	754
36	1080	488	56	755
37	1110	472	53	781
38	1140	428	56	831
39	1170	412	59	854
40	1200	401	57	874
41	1230	396	54	883
42	1260	409	48	883
43	1290	418	46	883
44	1320	417	40	905
45	1350	392	46	932
46	1380	369	48	959
47	1410	366	50	971
48	1440	369	49	979
