	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1162	0	4
2	60	1169	14	26
3	90	1028	69	145
4	120	878	93	303
5	150	806	100	390
6	180	817	101	403
7	210	845	101	405
8	240	870	107	407
9	270	808	177	429
10	300	703	238	488
11	330	672	255	536
12	360	688	259	543
13	390	709	259	548
14	420	734	259	549
15	450	720	295	553
16	480	648	372	575
17	510	599	405	610
18	540	595	412	616
19	570	620	412	604
20	600	642	412	507
21	630	652	423	352
22	660	602	484	243
23	690	547	544	238
24	720	548	553	243
25	750	569	554	243
26	780	590	554	232
27	810	626	556	180
28	840	609	595	127
29	870	544	681	126
30	900	535	703	130
31	930	545	708	134
32	960	557	709	133
33	990	573	709	115
34	1020	584	719	80
35	1050	529	790	71
36	1080	500	836	76
37	1110	494	847	80
38	1140	505	847	82
39	1170	525	847	79
40	1200	544	850	64
41	1230	526	894	57
42	1260	470	950	65
43	1290	454	969	69
44	1320	460	974	73
45	1350	478	974	72
46	1380	493	974	61
47	1410	487	990	51
48	1440	437	1048	52
