	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	0	2	1163
2	60	16	37	1155
3	90	48	142	1051
4	120	76	287	906
5	150	97	381	821
6	180	103	417	812
7	210	105	429	819
8	240	106	432	845
9	270	106	433	880
10	300	106	437	908
11	330	106	437	953
12	360	106	439	976
13	390	106	442	999
14	420	106	448	1017
15	450	106	449	1038
16	480	192	459	979
17	510	359	511	790
18	540	469	564	650
19	570	515	584	577
20	600	527	498	570
21	630	529	360	578
22	660	529	260	596
23	690	529	213	615
24	720	529	200	629
25	750	529	196	643
26	780	529	195	670
27	810	529	192	694
28	840	529	196	709
29	870	529	195	732
30	900	560	195	721
31	930	683	206	601
32	960	767	227	514
33	990	811	241	465
34	1020	816	197	464
35	1050	819	148	473
36	1080	819	106	482
37	1110	819	89	499
38	1140	819	86	513
39	1170	819	86	531
40	1200	819	85	546
41	1230	819	85	560
42	1260	819	84	572
43	1290	819	83	588
44	1320	836	83	590
45	1350	934	95	499
46	1380	1010	105	422
47	1410	1058	112	377
48	1440	1069	105	372
