	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1167	0	2
2	60	1170	11	27
3	90	1041	43	155
4	120	919	66	281
5	150	810	93	392
6	180	773	106	447
7	210	773	109	464
8	240	799	110	468
9	270	832	111	469
10	300	851	119	470
11	330	781	192	488
12	360	679	280	531
13	390	602	328	582
14	420	590	340	612
15	450	583	345	632
16	480	599	346	638
17	510	621	346	639
18	540	638	346	637
19	570	640	366	626
20	600	585	431	521
21	630	508	499	424
22	660	477	534	320
23	690	483	550	265
24	720	497	551	242
25	750	516	551	240
26	780	529	551	239
27	810	547	551	238
28	840	532	577	227
29	870	482	634	192
30	900	450	679	153
31	930	429	702	127
32	960	434	709	116
33	990	451	712	105
34	1020	474	712	105
35	1050	492	712	107
36	1080	510	714	105
37	1110	476	758	106
38	1140	420	822	91
39	1170	390	862	73
40	1200	366	883	72
41	1230	384	884	71
42	1260	399	885	71
43	1290	414	885	70
44	1320	421	885	70
45	1350	432	892	69
46	1380	400	935	66
47	1410	365	976	64
48	1440	346	1001	59
