	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	4	1166	0
2	60	15	1164	14
3	90	121	1044	57
4	120	274	904	77
5	150	352	853	81
6	180	370	866	82
7	210	373	898	82
8	240	381	925	82
9	270	384	950	82
10	300	384	973	82
11	330	385	998	82
12	360	385	1021	82
13	390	387	1052	83
14	420	397	1021	133
15	450	449	855	281
16	480	500	791	327
17	510	524	777	338
18	540	524	819	339
19	570	521	839	339
20	600	450	878	339
21	630	282	909	339
22	660	198	928	339
23	690	168	958	339
24	720	165	978	339
25	750	159	1007	343
26	780	167	978	399
27	810	207	812	548
28	840	235	757	595
29	870	246	765	601
30	900	246	788	601
31	930	242	806	601
32	960	198	826	601
33	990	150	843	601
34	1020	118	870	601
35	1050	112	904	601
36	1080	111	926	601
37	1110	112	954	607
38	1140	118	871	722
39	1170	148	737	851
40	1200	166	709	883
41	1230	171	719	888
42	1260	173	735	888
43	1290	168	763	888
44	1320	136	783	888
45	1350	100	799	888
46	1380	88	821	888
47	1410	87	845	888
48	1440	87	864	888
