	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	2	1170	0
2	60	22	1156	14
3	90	147	1019	52
4	120	282	877	86
5	150	376	800	104
6	180	436	763	111
7	210	454	767	116
8	240	456	798	116
9	270	458	831	116
10	300	461	848	116
11	330	462	864	129
12	360	484	782	221
13	390	532	637	331
14	420	574	566	383
15	450	605	539	406
16	480	614	540	413
17	510	616	579	413
18	540	615	607	413
19	570	607	621	413
20	600	506	642	413
21	630	366	639	434
22	660	267	549	529
23	690	219	476	603
24	720	209	440	632
25	750	213	445	642
26	780	213	450	645
27	810	210	467	646
28	840	210	472	646
29	870	197	494	646
30	900	148	516	646
31	930	109	499	681
32	960	78	432	755
33	990	75	396	800
34	1020	77	389	819
35	1050	79	392	827
36	1080	81	405	827
37	1110	81	420	827
38	1140	82	431	827
39	1170	77	441	827
40	1200	62	450	831
41	1230	44	396	895
42	1260	43	336	958
43	1290	47	308	986
44	1320	51	307	996
45	1350	51	315	998
46	1380	51	332	998
47	1410	51	347	998
48	1440	49	358	998
