	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	1	1171	0
2	60	32	1153	17
3	90	151	1022	55
4	120	306	884	75
5	150	405	792	91
6	180	430	789	94
7	210	449	770	116
8	240	504	669	176
9	270	561	605	204
10	300	584	600	210
11	330	596	600	214
12	360	601	586	236
13	390	613	553	285
14	420	631	523	313
15	450	641	520	322
16	480	642	534	325
17	510	649	517	353
18	540	656	475	399
19	570	642	470	414
20	600	547	478	417
21	630	398	486	423
22	660	285	466	451
23	690	254	439	483
24	720	237	429	504
25	750	192	443	505
26	780	137	447	509
27	810	105	451	531
28	840	99	420	571
29	870	95	415	588
30	900	88	414	594
31	930	70	429	597
32	960	62	432	620
33	990	66	417	646
34	1020	62	419	656
35	1050	57	429	658
36	1080	54	430	669
37	1110	47	415	697
38	1140	44	404	725
39	1170	43	420	735
40	1200	38	429	735
41	1230	35	431	742
42	1260	35	419	769
43	1290	37	408	794
44	1320	38	423	797
45	1350	34	435	799
46	1380	33	442	805
47	1410	33	429	835
48	1440	37	411	861
