	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	0	3	1168
2	60	13	23	1164
3	90	48	140	1032
4	120	80	267	904
5	150	108	373	801
6	180	127	446	739
7	210	147	493	697
8	240	180	538	638
9	270	195	562	626
10	300	214	584	608
11	330	225	601	596
12	360	243	614	595
13	390	270	623	581
14	420	289	633	572
15	450	303	638	567
16	480	313	638	576
17	510	333	647	570
18	540	351	656	555
19	570	366	650	554
20	600	372	559	563
21	630	387	434	557
22	660	413	329	541
23	690	431	254	531
24	720	445	204	527
25	750	462	165	518
26	780	478	140	513
27	810	500	121	509
28	840	510	107	508
29	870	525	98	507
30	900	534	92	514
31	930	542	84	527
32	960	572	81	507
33	990	593	83	496
34	1020	612	78	495
35	1050	614	68	504
36	1080	635	64	505
37	1110	665	59	495
38	1140	672	54	500
39	1170	684	49	500
40	1200	697	45	506
41	1230	726	43	491
42	1260	743	44	480
43	1290	759	45	490
44	1320	768	44	500
45	1350	785	37	498
46	1380	817	37	486
47	1410	837	39	474
48	1440	855	40	469
