	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1165	0	0
2	60	1164	27	13
3	90	1065	131	44
4	120	933	254	80
5	150	810	373	111
6	180	785	417	116
7	210	787	427	117
8	240	813	431	117
9	270	802	439	146
10	300	727	464	212
11	330	647	506	277
12	360	623	533	303
13	390	616	553	312
14	420	631	556	316
15	450	657	558	316
16	480	656	560	337
17	510	614	570	399
18	540	565	590	445
19	570	539	594	474
20	600	542	507	479
21	630	552	394	479
22	660	570	265	479
23	690	579	211	492
24	720	545	206	537
25	750	500	221	577
26	780	479	228	601
27	810	475	215	613
28	840	483	171	615
29	870	498	143	616
30	900	497	125	628
31	930	461	123	672
32	960	431	128	708
33	990	409	130	741
34	1020	414	121	747
35	1050	430	101	750
36	1080	443	87	750
37	1110	457	78	755
38	1140	430	75	790
39	1170	401	73	831
40	1200	386	79	853
41	1230	404	75	859
42	1260	419	55	863
43	1290	429	42	863
44	1320	436	35	871
45	1350	409	32	913
46	1380	362	35	969
47	1410	348	37	990
48	1440	359	36	994
