	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	1	1178	0
2	60	15	1181	12
3	90	124	1061	60
4	120	297	882	93
5	150	383	813	99
6	180	398	828	101
7	210	403	853	101
8	240	404	881	102
9	270	404	908	102
10	300	406	931	102
11	330	406	969	102
12	360	409	988	102
13	390	410	1019	102
14	420	411	1044	102
15	450	415	1043	126
16	480	454	878	272
17	510	527	701	405
18	540	562	670	433
19	570	561	678	438
20	600	484	703	438
21	630	307	727	438
22	660	203	753	438
23	690	181	778	438
24	720	174	798	438
25	750	176	813	438
26	780	177	837	438
27	810	175	861	438
28	840	177	889	442
29	870	190	814	523
30	900	220	654	681
31	930	241	573	755
32	960	253	571	764
33	990	230	591	764
34	1020	166	609	764
35	1050	114	630	764
36	1080	104	648	764
37	1110	100	662	764
38	1140	100	685	764
39	1170	99	709	764
40	1200	98	727	764
41	1230	98	753	764
42	1260	98	745	794
43	1290	109	597	954
44	1320	134	510	1026
45	1350	146	489	1048
46	1380	137	503	1049
47	1410	106	527	1049
48	1440	84	547	1049
