	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1177	0	1
2	60	1179	19	24
3	90	1075	121	56
4	120	924	265	90
5	150	831	358	115
6	180	773	423	132
7	210	778	436	133
8	240	796	441	133
9	270	826	441	133
10	300	846	443	138
11	330	792	459	193
12	360	689	517	273
13	390	615	561	330
14	420	576	591	359
15	450	574	603	371
16	480	591	605	371
17	510	608	608	371
18	540	632	608	371
19	570	635	599	383
20	600	578	514	460
21	630	517	389	525
22	660	491	302	554
23	690	483	242	568
24	720	499	227	572
25	750	510	221	572
26	780	528	223	572
27	810	538	223	572
28	840	522	213	598
29	870	456	171	671
30	900	421	128	717
31	930	407	105	744
32	960	412	88	752
33	990	413	89	755
34	1020	429	88	755
35	1050	444	87	755
36	1080	459	87	755
37	1110	437	85	790
38	1140	372	76	865
39	1170	337	69	902
40	1200	325	59	917
41	1230	336	54	922
42	1260	347	55	922
43	1290	356	54	922
44	1320	368	52	922
45	1350	373	49	931
46	1380	326	44	992
47	1410	289	40	1039
48	1440	270	35	1060
