	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1174	2	0
2	60	1164	30	11
3	90	1059	136	43
4	120	952	249	72
5	150	860	344	102
6	180	807	411	114
7	210	810	433	116
8	240	847	435	116
9	270	879	436	116
10	300	864	443	155
11	330	759	487	248
12	360	681	533	302
13	390	624	565	345
14	420	621	584	356
15	450	627	591	358
16	480	650	592	359
17	510	670	592	359
18	540	667	594	377
19	570	605	591	451
20	600	559	511	509
21	630	525	402	548
22	660	522	324	565
23	690	528	241	571
24	720	543	216	571
25	750	557	214	571
26	780	570	215	580
27	810	515	214	646
28	840	463	186	709
29	870	431	146	744
30	900	435	115	755
31	930	445	95	760
32	960	461	88	761
33	990	466	87	761
34	1020	475	88	767
35	1050	451	87	805
36	1080	408	84	847
37	1110	375	78	883
38	1140	370	69	898
39	1170	377	60	906
40	1200	391	59	906
41	1230	404	58	906
42	1260	411	58	908
43	1290	395	59	937
44	1320	338	61	996
45	1350	321	57	1029
46	1380	313	54	1042
47	1410	314	54	1048
48	1440	328	52	1048
