	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1166	0	3
2	60	1143	17	31
3	90	1042	55	137
4	120	917	95	268
5	150	831	131	347
6	180	784	142	404
7	210	779	145	429
8	240	808	146	431
9	270	821	146	438
10	300	853	146	440
11	330	887	146	440
12	360	914	146	441
13	390	945	146	442
14	420	981	146	443
15	450	942	200	452
16	480	796	344	491
17	510	673	435	545
18	540	598	486	588
19	570	571	505	597
20	600	577	510	507
21	630	586	510	385
22	660	614	510	298
23	690	625	510	238
24	720	646	510	208
25	750	671	510	204
26	780	690	510	198
27	810	707	510	196
28	840	700	541	197
29	870	594	647	215
30	900	519	731	234
31	930	465	784	251
32	960	451	797	258
33	990	458	803	227
34	1020	469	803	166
35	1050	482	803	122
36	1080	495	803	97
37	1110	499	803	86
38	1140	515	803	84
39	1170	531	803	80
40	1200	558	803	81
41	1230	578	811	81
42	1260	507	904	80
43	1290	429	986	89
44	1320	388	1026	104
45	1350	371	1050	106
46	1380	374	1056	94
47	1410	384	1056	75
48	1440	396	1056	57
