	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1162	2
2	60	14	1162	17
3	90	47	1059	129
4	120	70	914	292
5	150	80	839	388
6	180	82	831	419
7	210	109	809	438
8	240	166	724	490
9	270	205	665	529
10	300	214	654	555
11	330	214	672	564
12	360	239	660	568
13	390	288	626	582
14	420	331	580	603
15	450	339	575	616
16	480	343	587	618
17	510	373	577	623
18	540	409	563	626
19	570	428	553	623
20	600	432	570	537
21	630	434	577	372
22	660	464	569	272
23	690	506	545	230
24	720	523	538	219
25	750	530	547	178
26	780	533	562	132
27	810	570	544	105
28	840	612	511	104
29	870	631	501	104
30	900	632	519	94
31	930	635	535	76
32	960	670	513	63
33	990	704	489	62
34	1020	718	483	63
35	1050	721	494	61
36	1080	727	506	54
37	1110	771	475	53
38	1140	800	447	59
39	1170	804	457	58
40	1200	806	471	57
41	1230	819	481	51
42	1260	857	465	48
43	1290	892	432	51
44	1320	905	435	52
45	1350	907	443	47
46	1380	920	448	45
47	1410	951	432	49
48	1440	983	414	56
