	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1177	5
2	60	7	1191	17
3	90	61	1070	114
4	120	82	942	256
5	150	87	877	334
6	180	87	899	344
7	210	87	932	348
8	240	95	962	351
9	270	150	907	369
10	300	196	836	423
11	330	213	809	466
12	360	213	831	475
13	390	213	855	477
14	420	213	887	477
15	450	248	877	480
16	480	318	814	506
17	510	339	798	531
18	540	342	807	540
19	570	342	840	538
20	600	342	877	471
21	630	357	888	324
22	660	432	826	250
23	690	469	790	260
24	720	473	796	265
25	750	475	809	263
26	780	475	832	254
27	810	476	857	203
28	840	543	808	161
29	870	616	730	171
30	900	633	725	181
31	930	633	744	182
32	960	634	756	187
33	990	634	781	168
34	1020	666	774	143
35	1050	763	685	139
36	1080	824	632	156
37	1110	831	644	150
38	1140	833	666	150
39	1170	833	698	134
40	1200	836	720	109
41	1230	907	662	105
42	1260	960	595	129
43	1290	971	594	141
44	1320	976	604	142
45	1350	976	619	140
46	1380	977	639	124
47	1410	1005	637	109
48	1440	1070	584	111
