	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	0	5	1170
2	60	18	28	1168
3	90	51	127	1061
4	120	92	255	926
5	150	121	363	815
6	180	129	424	768
7	210	130	448	768
8	240	131	455	784
9	270	131	455	821
10	300	162	462	815
11	330	262	497	721
12	360	316	551	635
13	390	337	596	591
14	420	341	616	588
15	450	342	626	601
16	480	342	628	618
17	510	342	629	632
18	540	361	626	632
19	570	429	619	573
20	600	485	555	525
21	630	516	452	494
22	660	526	343	497
23	690	530	267	506
24	720	530	242	516
25	750	530	235	535
26	780	540	235	536
27	810	602	235	486
28	840	641	222	453
29	870	663	178	434
30	900	674	129	431
31	930	677	104	444
32	960	678	96	465
33	990	679	95	483
34	1020	684	93	495
35	1050	729	100	465
36	1080	784	99	421
37	1110	808	87	402
38	1140	813	70	407
39	1170	819	67	413
40	1200	820	64	429
41	1230	820	64	446
42	1260	822	63	459
43	1290	852	62	450
44	1320	911	64	398
45	1350	945	58	375
46	1380	957	50	368
47	1410	960	49	376
48	1440	961	50	384
