	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	0	1	1189
2	60	14	29	1193
3	90	49	136	1080
4	120	78	289	932
5	150	101	379	843
6	180	114	448	786
7	210	123	467	776
8	240	148	494	746
9	270	185	537	688
10	300	230	572	636
11	330	250	597	608
12	360	255	606	616
13	390	277	614	613
14	420	317	621	588
15	450	343	630	572
16	480	360	639	571
17	510	366	650	573
18	540	375	652	592
19	570	401	638	583
20	600	437	554	559
21	630	454	404	557
22	660	468	317	556
23	690	471	237	575
24	720	494	218	562
25	750	529	204	543
26	780	553	165	533
27	810	571	132	528
28	840	574	109	545
29	870	587	96	543
30	900	616	91	532
31	930	645	90	513
32	960	663	80	510
33	990	675	73	514
34	1020	680	62	531
35	1050	693	59	547
36	1080	722	61	528
37	1110	737	62	530
38	1140	758	57	538
39	1170	762	51	549
40	1200	774	49	555
41	1230	814	44	531
42	1260	839	46	519
43	1290	859	45	511
44	1320	868	45	512
45	1350	874	43	529
46	1380	891	43	532
47	1410	931	44	504
48	1440	953	42	501
