	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	0	0	1175
2	60	13	32	1164
3	90	42	134	1080
4	120	73	255	958
5	150	103	354	860
6	180	125	432	781
7	210	133	476	749
8	240	134	489	755
9	270	135	495	764
10	300	135	496	794
11	330	135	496	818
12	360	173	505	792
13	390	243	535	719
14	420	302	580	636
15	450	343	605	604
16	480	371	625	582
17	510	377	638	585
18	540	378	647	602
19	570	378	631	623
20	600	378	537	647
21	630	378	411	676
22	660	417	315	657
23	690	478	237	605
24	720	550	195	541
25	750	588	189	506
26	780	612	189	495
27	810	624	192	494
28	840	625	194	509
29	870	625	192	518
30	900	625	164	529
31	930	626	123	545
32	960	649	96	536
33	990	702	78	498
34	1020	757	70	452
35	1050	793	68	426
36	1080	813	70	415
37	1110	820	72	414
38	1140	823	72	421
39	1170	823	69	439
40	1200	823	63	448
41	1230	823	55	460
42	1260	850	51	443
43	1290	909	51	398
44	1320	946	49	369
45	1350	969	47	355
46	1380	987	49	352
47	1410	988	49	365
48	1440	988	53	374
