	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1160	3	3
2	60	1157	20	23
3	90	1035	51	140
4	120	904	85	265
5	150	805	105	367
6	180	772	118	413
7	210	779	120	429
8	240	802	120	431
9	270	827	120	434
10	300	866	120	435
11	330	885	120	435
12	360	910	120	438
13	390	932	120	438
14	420	965	120	439
15	450	958	147	441
16	480	832	273	477
17	510	677	395	530
18	540	599	448	574
19	570	564	476	587
20	600	569	479	506
21	630	575	479	375
22	660	596	479	270
23	690	611	479	207
24	720	632	479	188
25	750	649	479	185
26	780	664	479	186
27	810	687	479	185
28	840	707	482	187
29	870	642	559	191
30	900	518	677	214
31	930	435	754	230
32	960	404	786	237
33	990	413	791	212
34	1020	428	792	159
35	1050	447	793	113
36	1080	466	793	88
37	1110	477	793	77
38	1140	496	793	73
39	1170	509	793	73
40	1200	528	793	73
41	1230	546	793	71
42	1260	537	827	71
43	1290	415	956	76
44	1320	354	1029	81
45	1350	327	1061	84
46	1380	327	1070	81
47	1410	328	1074	62
48	1440	357	1074	43
