	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	2	0	1172
2	60	40	11	1163
3	90	139	47	1061
4	120	275	83	914
5	150	369	125	801
6	180	420	148	744
7	210	444	172	721
8	240	471	204	681
9	270	509	231	639
10	300	536	256	606
11	330	550	271	608
12	360	564	281	611
13	390	574	309	592
14	420	590	342	555
15	450	601	366	540
16	480	612	380	530
17	510	619	385	535
18	540	619	401	537
19	570	600	427	519
20	600	523	450	505
21	630	396	469	498
22	660	298	473	505
23	690	229	481	513
24	720	210	505	498
25	750	186	533	473
26	780	156	540	479
27	810	138	551	475
28	840	120	557	481
29	870	108	586	469
30	900	101	613	461
31	930	87	627	461
32	960	77	633	474
33	990	66	642	480
34	1020	65	669	461
35	1050	67	706	434
36	1080	66	724	428
37	1110	62	734	426
38	1140	58	737	440
39	1170	58	751	435
40	1200	63	771	427
41	1230	58	791	415
42	1260	56	813	407
43	1290	52	817	422
44	1320	45	826	429
45	1350	44	844	420
46	1380	45	864	413
47	1410	46	882	409
48	1440	46	887	413
