	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1172	2
2	60	13	1169	26
3	90	46	1070	128
4	120	64	980	241
5	150	100	869	345
6	180	126	799	413
7	210	147	748	467
8	240	176	700	508
9	270	197	667	542
10	300	224	638	565
11	330	246	622	580
12	360	258	611	595
13	390	277	610	606
14	420	296	599	617
15	450	319	588	622
16	480	334	587	628
17	510	346	590	633
18	540	362	592	634
19	570	377	595	623
20	600	395	588	546
21	630	409	589	424
22	660	427	590	326
23	690	442	592	256
24	720	464	578	200
25	750	482	575	158
26	780	495	580	131
27	810	510	571	109
28	840	522	576	95
29	870	537	575	84
30	900	551	579	71
31	930	569	587	59
32	960	580	588	58
33	990	600	586	55
34	1020	618	586	50
35	1050	636	589	48
36	1080	650	593	45
37	1110	663	605	44
38	1140	688	599	42
39	1170	704	596	40
40	1200	714	604	40
41	1230	728	606	38
42	1260	743	604	38
43	1290	759	601	38
44	1320	778	597	36
45	1350	797	598	32
46	1380	815	600	32
47	1410	834	603	36
48	1440	853	603	39
