	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1172	0
2	60	13	1170	21
3	90	45	1063	127
4	120	73	926	260
5	150	103	827	364
6	180	136	746	443
7	210	156	684	510
8	240	169	655	551
9	270	186	633	576
10	300	203	607	602
11	330	217	599	621
12	360	236	584	634
13	390	246	591	643
14	420	266	585	651
15	450	287	575	659
16	480	296	591	660
17	510	314	590	665
18	540	332	589	667
19	570	354	588	659
20	600	368	585	572
21	630	379	595	451
22	660	396	602	327
23	690	409	608	250
24	720	421	619	182
25	750	439	613	142
26	780	463	614	115
27	810	484	612	91
28	840	495	619	79
29	870	511	620	70
30	900	524	618	60
31	930	542	616	58
32	960	556	616	52
33	990	573	613	53
34	1020	590	614	53
35	1050	606	619	51
36	1080	615	621	50
37	1110	630	622	51
38	1140	646	624	51
39	1170	666	623	54
40	1200	677	629	55
41	1230	698	624	59
42	1260	714	625	54
43	1290	731	616	57
44	1320	746	619	55
45	1350	756	621	51
46	1380	768	621	54
47	1410	781	631	51
48	1440	791	638	49
