	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	2	1173	0
2	60	21	1176	13
3	90	126	1059	56
4	120	284	883	99
5	150	381	793	118
6	180	419	776	122
7	210	427	787	127
8	240	448	736	174
9	270	503	670	206
10	300	546	621	229
11	330	572	611	240
12	360	578	627	241
13	390	581	626	268
14	420	596	587	317
15	450	616	561	347
16	480	621	561	363
17	510	624	571	368
18	540	627	580	372
19	570	623	536	422
20	600	539	509	465
21	630	390	496	485
22	660	286	503	494
23	690	235	509	495
24	720	229	509	506
25	750	219	465	559
26	780	175	447	589
27	810	132	456	597
28	840	98	462	600
29	870	95	473	604
30	900	93	448	642
31	930	85	429	673
32	960	68	421	684
33	990	64	433	687
34	1020	61	449	687
35	1050	58	448	709
36	1080	59	412	754
37	1110	55	389	782
38	1140	51	389	792
39	1170	51	401	792
40	1200	51	412	794
41	1230	49	387	825
42	1260	49	367	859
43	1290	45	357	875
44	1320	45	362	880
45	1350	44	373	882
46	1380	42	362	902
47	1410	40	345	930
48	1440	39	345	949
