	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1169	4
2	60	22	1169	21
3	90	68	1046	122
4	120	99	925	252
5	150	134	807	367
6	180	145	759	430
7	210	145	762	451
8	240	145	798	453
9	270	145	839	454
10	300	145	859	455
11	330	151	875	457
12	360	239	793	484
13	390	333	677	529
14	420	392	607	564
15	450	423	566	591
16	480	428	585	602
17	510	428	598	606
18	540	428	614	603
19	570	428	636	594
20	600	428	654	518
21	630	452	660	384
22	660	549	573	286
23	690	619	492	232
24	720	656	452	226
25	750	668	451	226
26	780	670	459	226
27	810	673	470	225
28	840	673	494	223
29	870	673	515	205
30	900	675	524	167
31	930	714	498	129
32	960	806	413	107
33	990	865	355	105
34	1020	888	336	108
35	1050	898	334	110
36	1080	899	343	112
37	1110	899	358	111
38	1140	899	365	110
39	1170	899	383	98
40	1200	905	392	72
41	1230	947	360	57
42	1260	987	324	56
43	1290	1018	293	64
44	1320	1033	288	67
45	1350	1037	292	68
46	1380	1037	313	68
47	1410	1037	321	67
48	1440	1037	329	67
