	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1174	1
2	60	13	1165	32
3	90	44	1070	129
4	120	74	948	249
5	150	104	841	346
6	180	129	765	420
7	210	152	717	473
8	240	173	692	507
9	270	193	662	546
10	300	218	627	573
11	330	240	611	590
12	360	257	594	610
13	390	271	590	618
14	420	291	578	627
15	450	306	572	642
16	480	328	569	645
17	510	342	575	646
18	540	361	573	647
19	570	380	573	633
20	600	395	566	554
21	630	409	565	445
22	660	427	560	340
23	690	450	550	260
24	720	462	543	205
25	750	482	544	173
26	780	501	540	139
27	810	515	540	112
28	840	525	541	95
29	870	532	555	80
30	900	547	555	80
31	930	561	554	72
32	960	584	547	61
33	990	598	560	57
34	1020	615	562	57
35	1050	634	559	60
36	1080	648	557	61
37	1110	658	561	57
38	1140	667	571	56
39	1170	684	563	56
40	1200	701	564	57
41	1230	712	575	57
42	1260	730	565	58
43	1290	746	568	56
44	1320	763	562	59
45	1350	782	554	60
46	1380	796	559	58
47	1410	813	558	54
48	1440	824	582	49
