	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	1	1173	0
2	60	15	1183	14
3	90	68	1033	150
4	120	99	864	314
5	150	109	788	404
6	180	109	778	429
7	210	109	790	440
8	240	109	805	440
9	270	109	837	440
10	300	109	867	440
11	330	109	895	441
12	360	109	910	446
13	390	109	933	446
14	420	109	966	446
15	450	109	1004	446
16	480	109	1039	446
17	510	109	1064	448
18	540	123	1082	451
19	570	291	928	458
20	600	473	703	422
21	630	538	607	290
22	660	545	610	211
23	690	545	626	187
24	720	545	646	178
25	750	545	669	178
26	780	545	693	178
27	810	545	715	180
28	840	545	740	179
29	870	545	762	179
30	900	545	790	176
31	930	545	813	176
32	960	545	846	179
33	990	545	869	180
34	1020	545	903	178
35	1050	603	863	179
36	1080	788	680	187
37	1110	901	554	156
38	1140	928	522	132
39	1170	930	530	109
40	1200	930	553	105
41	1230	930	564	98
42	1260	930	586	96
43	1290	930	615	96
44	1320	930	644	96
45	1350	930	661	95
46	1380	930	685	94
47	1410	930	703	94
48	1440	930	718	95
