	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	1	0	1175
2	60	18	10	1174
3	90	159	43	1039
4	120	292	77	911
5	150	402	106	795
6	180	450	132	744
7	210	506	163	683
8	240	537	173	660
9	270	553	185	653
10	300	567	207	638
11	330	580	228	623
12	360	591	245	622
13	390	600	265	608
14	420	604	281	629
15	450	608	293	638
16	480	613	309	641
17	510	616	334	635
18	540	619	345	645
19	570	613	351	649
20	600	499	379	635
21	630	364	401	631
22	660	242	415	641
23	690	193	439	636
24	720	141	460	630
25	750	106	475	636
26	780	91	482	658
27	810	79	505	649
28	840	68	515	661
29	870	60	529	675
30	900	53	552	669
31	930	53	588	655
32	960	52	599	660
33	990	49	615	664
34	1020	49	638	667
35	1050	48	653	670
36	1080	50	660	674
37	1110	50	680	669
38	1140	52	711	653
39	1170	53	723	653
40	1200	57	736	660
41	1230	56	757	655
42	1260	58	769	656
43	1290	59	778	657
44	1320	57	794	668
45	1350	58	822	662
46	1380	55	834	664
47	1410	57	850	689
48	1440	60	882	672
