	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1169	0
2	60	16	1172	17
3	90	54	1046	137
4	120	82	895	281
5	150	103	797	393
6	180	106	762	456
7	210	114	766	464
8	240	163	708	493
9	270	199	659	536
10	300	231	595	584
11	330	244	587	604
12	360	247	593	613
13	390	262	600	616
14	420	317	540	632
15	450	343	515	646
16	480	362	506	657
17	510	366	521	659
18	540	371	533	659
19	570	409	514	650
20	600	450	484	571
21	630	468	478	420
22	660	471	492	299
23	690	472	502	235
24	720	494	494	222
25	750	534	462	209
26	780	558	447	171
27	810	565	456	124
28	840	567	469	101
29	870	575	472	93
30	900	600	449	94
31	930	641	418	89
32	960	652	423	76
33	990	658	432	62
34	1020	660	434	66
35	1050	671	436	66
36	1080	713	404	69
37	1110	737	393	65
38	1140	743	395	60
39	1170	744	402	56
40	1200	752	404	52
41	1230	789	377	53
42	1260	814	356	51
43	1290	824	361	53
44	1320	829	368	52
45	1350	830	378	48
46	1380	854	371	47
47	1410	884	341	49
48	1440	913	327	46
