	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	3	1189	0
2	60	19	1198	14
3	90	124	1102	47
4	120	242	982	81
5	150	339	885	110
6	180	404	847	116
7	210	427	846	116
8	240	433	865	116
9	270	446	849	141
10	300	482	788	206
11	330	530	727	254
12	360	571	679	287
13	390	588	678	297
14	420	591	703	300
15	450	593	725	301
16	480	596	728	320
17	510	611	672	380
18	540	625	625	432
19	570	629	597	467
20	600	549	598	481
21	630	432	610	483
22	660	334	629	484
23	690	259	633	499
24	720	240	579	568
25	750	237	556	610
26	780	239	544	641
27	810	209	542	653
28	840	164	561	655
29	870	119	590	656
30	900	96	603	668
31	930	99	560	725
32	960	105	507	792
33	990	109	494	825
34	1020	103	482	842
35	1050	83	504	844
36	1080	69	519	844
37	1110	60	531	848
38	1140	59	498	888
39	1170	65	468	927
40	1200	69	450	956
41	1230	68	444	968
42	1260	59	452	970
43	1290	53	472	971
44	1320	50	493	978
45	1350	53	462	1016
46	1380	59	424	1065
47	1410	62	414	1088
48	1440	58	421	1096
