	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1164	0	3
2	60	1148	19	27
3	90	1041	58	126
4	120	921	87	244
5	150	820	120	347
6	180	764	130	424
7	210	768	136	443
8	240	756	158	456
9	270	702	210	487
10	300	635	248	535
11	330	601	272	565
12	360	584	279	588
13	390	596	281	594
14	420	586	305	600
15	450	537	347	617
16	480	522	372	630
17	510	513	388	639
18	540	501	398	646
19	570	515	403	629
20	600	506	417	555
21	630	487	450	437
22	660	473	473	336
23	690	481	485	245
24	720	492	489	225
25	750	507	496	217
26	780	500	514	194
27	810	492	543	144
28	840	484	569	116
29	870	485	586	98
30	900	497	589	90
31	930	504	591	85
32	960	476	628	73
33	990	458	663	62
34	1020	447	691	57
35	1050	449	701	52
36	1080	456	705	56
37	1110	458	711	53
38	1140	448	740	50
39	1170	423	773	49
40	1200	415	795	48
41	1230	428	802	48
42	1260	434	804	48
43	1290	440	812	46
44	1320	430	848	41
45	1350	413	875	41
46	1380	400	896	45
47	1410	410	904	45
48	1440	417	905	48
