	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	0	6	1169
2	60	10	30	1162
3	90	45	132	1056
4	120	87	247	934
5	150	129	346	815
6	180	150	426	736
7	210	151	456	727
8	240	153	466	741
9	270	153	470	760
10	300	153	472	783
11	330	168	478	793
12	360	256	495	715
13	390	342	537	609
14	420	384	561	561
15	450	405	580	540
16	480	412	590	533
17	510	413	594	545
18	540	414	591	560
19	570	414	580	574
20	600	416	490	595
21	630	462	374	563
22	660	525	282	508
23	690	576	222	446
24	720	611	190	419
25	750	621	180	427
26	780	625	181	436
27	810	626	180	445
28	840	626	175	461
29	870	626	166	479
30	900	636	125	478
31	930	688	100	437
32	960	740	90	396
33	990	776	82	377
34	1020	788	83	381
35	1050	792	81	386
36	1080	792	82	398
37	1110	793	81	410
38	1140	793	80	424
39	1170	794	73	443
40	1200	821	47	432
41	1230	871	44	399
42	1260	919	45	362
43	1290	939	44	348
44	1320	948	45	351
45	1350	952	46	362
46	1380	952	45	373
47	1410	952	43	390
48	1440	952	43	406
