	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1180	0	1
2	60	1171	16	26
3	90	1054	50	137
4	120	930	80	265
5	150	848	95	364
6	180	822	103	407
7	210	834	105	428
8	240	854	105	432
9	270	880	105	434
10	300	903	105	436
11	330	932	105	436
12	360	959	105	436
13	390	989	105	436
14	420	1016	105	437
15	450	1044	106	438
16	480	971	197	453
17	510	785	377	492
18	540	640	485	552
19	570	560	524	591
20	600	561	533	520
21	630	579	535	406
22	660	597	535	301
23	690	617	535	240
24	720	637	535	218
25	750	650	535	214
26	780	685	535	214
27	810	705	535	212
28	840	721	535	213
29	870	740	540	214
30	900	705	605	225
31	930	578	734	250
32	960	495	813	271
33	990	460	849	274
34	1020	464	857	242
35	1050	478	858	190
36	1080	502	858	132
37	1110	525	858	108
38	1140	539	858	89
39	1170	557	858	89
40	1200	581	858	88
41	1230	611	858	88
42	1260	629	858	89
43	1290	645	858	92
44	1320	589	927	97
45	1350	474	1034	113
46	1380	402	1103	123
47	1410	381	1124	126
48	1440	394	1128	98
