	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1175	0	0
2	60	1165	15	26
3	90	1033	53	143
4	120	893	80	291
5	150	789	104	400
6	180	775	109	434
7	210	786	113	444
8	240	720	174	472
9	270	639	222	519
10	300	587	244	565
11	330	580	248	582
12	360	597	249	584
13	390	606	272	588
14	420	568	323	600
15	450	532	358	613
16	480	526	369	622
17	510	536	376	626
18	540	537	387	627
19	570	506	422	620
20	600	478	464	536
21	630	472	493	382
22	660	487	496	266
23	690	504	496	222
24	720	504	511	213
25	750	494	539	193
26	780	490	567	149
27	810	488	580	105
28	840	502	581	90
29	870	512	587	86
30	900	486	631	83
31	930	452	675	74
32	960	446	686	63
33	990	450	691	55
34	1020	468	692	52
35	1050	459	717	54
36	1080	425	767	52
37	1110	421	792	46
38	1140	426	801	43
39	1170	435	803	43
40	1200	448	806	37
41	1230	435	834	36
42	1260	407	869	40
43	1290	397	882	41
44	1320	404	886	41
45	1350	415	889	35
46	1380	402	913	40
47	1410	386	936	43
48	1440	366	963	44
