	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1174	3
2	60	12	1175	23
3	90	41	1079	130
4	120	77	964	248
5	150	108	859	360
6	180	120	810	429
7	210	124	806	459
8	240	124	819	462
9	270	124	834	465
10	300	124	853	468
11	330	136	877	472
12	360	218	790	504
13	390	289	697	544
14	420	343	634	575
15	450	374	600	598
16	480	382	604	613
17	510	382	621	614
18	540	383	639	619
19	570	383	652	608
20	600	384	670	521
21	630	415	652	402
22	660	485	582	296
23	690	539	530	238
24	720	566	511	212
25	750	579	511	211
26	780	582	529	213
27	810	582	542	211
28	840	582	564	207
29	870	582	585	192
30	900	591	601	141
31	930	648	560	117
32	960	712	497	106
33	990	752	458	100
34	1020	771	451	100
35	1050	775	469	98
36	1080	775	482	97
37	1110	775	499	98
38	1140	775	513	99
39	1170	777	528	90
40	1200	809	522	76
41	1230	877	458	72
42	1260	922	423	68
43	1290	946	410	65
44	1320	959	413	65
45	1350	959	428	67
46	1380	959	440	69
47	1410	959	456	69
48	1440	959	472	64
