	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1174	0	1
2	60	1167	14	27
3	90	1057	40	147
4	120	946	62	263
5	150	844	89	364
6	180	779	100	442
7	210	764	100	475
8	240	795	100	480
9	270	827	100	482
10	300	851	116	483
11	330	779	186	501
12	360	669	264	550
13	390	620	299	594
14	420	574	323	630
15	450	571	330	644
16	480	593	331	651
17	510	605	332	656
18	540	627	332	655
19	570	636	348	636
20	600	581	419	545
21	630	537	467	429
22	660	486	507	337
23	690	481	529	263
24	720	474	536	229
25	750	486	536	225
26	780	501	537	223
27	810	528	537	223
28	840	500	576	211
29	870	453	626	176
30	900	419	671	136
31	930	390	704	107
32	960	395	712	94
33	990	399	716	88
34	1020	408	717	84
35	1050	417	717	82
36	1080	433	719	82
37	1110	419	756	80
38	1140	380	806	79
39	1170	363	830	68
40	1200	351	851	60
41	1230	355	860	57
42	1260	365	861	54
43	1290	373	861	56
44	1320	394	861	55
45	1350	405	862	56
46	1380	383	896	52
47	1410	349	937	46
48	1440	341	956	46
