	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1163	3
2	60	22	1158	22
3	90	59	1079	109
4	120	101	947	229
5	150	125	855	333
6	180	139	799	406
7	210	146	799	425
8	240	146	815	431
9	270	146	844	433
10	300	146	867	435
11	330	146	886	439
12	360	146	909	440
13	390	146	934	442
14	420	146	959	444
15	450	146	988	447
16	480	146	1012	448
17	510	146	1034	448
18	540	153	1055	450
19	570	264	951	457
20	600	436	751	440
21	630	534	619	381
22	660	587	560	292
23	690	598	549	231
24	720	598	557	210
25	750	599	574	204
26	780	599	594	203
27	810	599	617	201
28	840	599	628	200
29	870	599	660	200
30	900	599	670	198
31	930	599	689	197
32	960	599	715	196
33	990	599	745	195
34	1020	599	772	197
35	1050	622	776	196
36	1080	742	668	198
37	1110	874	542	166
38	1140	933	484	134
39	1170	963	465	106
40	1200	973	473	88
41	1230	974	481	85
42	1260	975	499	82
43	1290	975	518	83
44	1320	975	535	85
45	1350	975	545	84
46	1380	975	565	83
47	1410	975	583	82
48	1440	975	610	83
