	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1184	1	0
2	60	1186	21	16
3	90	1083	130	55
4	120	941	263	86
5	150	866	353	112
6	180	839	406	117
7	210	845	415	121
8	240	868	416	122
9	270	893	418	122
10	300	917	424	122
11	330	955	425	122
12	360	994	425	122
13	390	1021	428	122
14	420	1045	428	122
15	450	1073	428	122
16	480	1097	429	122
17	510	1124	429	122
18	540	1171	429	122
19	570	1200	420	125
20	600	1101	346	240
21	630	847	278	464
22	660	685	247	590
23	690	628	227	638
24	720	620	226	645
25	750	637	229	645
26	780	656	228	645
27	810	674	225	645
28	840	696	223	645
29	870	720	224	645
30	900	750	222	645
31	930	769	225	645
32	960	785	226	645
33	990	812	228	645
34	1020	835	228	645
35	1050	855	228	645
36	1080	872	231	645
37	1110	894	226	647
38	1140	815	176	744
39	1170	651	135	899
40	1200	548	118	994
41	1230	514	116	1038
42	1260	527	115	1044
43	1290	549	114	1045
44	1320	569	114	1045
45	1350	585	114	1045
46	1380	610	115	1045
47	1410	630	114	1045
48	1440	649	112	1045
