	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	0	1	1180
2	60	14	20	1192
3	90	55	137	1065
4	120	89	325	875
5	150	106	429	784
6	180	112	463	770
7	210	112	467	789
8	240	112	469	815
9	270	112	470	842
10	300	112	471	866
11	330	112	471	893
12	360	112	471	925
13	390	112	475	948
14	420	112	476	987
15	450	136	479	993
16	480	254	509	876
17	510	409	582	674
18	540	465	632	593
19	570	475	638	584
20	600	475	550	601
21	630	475	370	608
22	660	475	244	625
23	690	475	200	641
24	720	475	197	656
25	750	475	196	684
26	780	475	196	715
27	810	475	195	752
28	840	475	199	788
29	870	523	207	764
30	900	666	221	629
31	930	754	249	532
32	960	776	254	518
33	990	780	239	524
34	1020	780	172	544
35	1050	780	113	556
36	1080	780	89	574
37	1110	780	86	597
38	1140	780	87	613
39	1170	780	86	641
40	1200	780	83	661
41	1230	780	82	680
42	1260	782	83	710
43	1290	881	90	616
44	1320	1013	103	497
45	1350	1063	115	448
46	1380	1073	112	452
47	1410	1077	97	460
48	1440	1077	71	470
