	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	4	0	1170
2	60	4	0	1213
3	90	5	0	1243
4	120	6	0	1288
5	150	7	0	1333
6	180	7	0	1363
7	210	9	0	1391
8	240	11	0	1438
9	270	11	0	1474
10	300	16	0	1514
11	330	21	0	1551
12	360	22	0	1577
13	390	24	0	1620
14	420	26	0	1664
15	450	29	0	1724
16	480	31	0	1765
17	510	32	0	1826
18	540	31	0	1868
19	570	33	0	1910
20	600	34	0	1971
21	630	34	0	2028
22	660	33	0	2084
23	690	39	0	2128
24	720	42	0	2196
25	750	47	0	2250
26	780	49	0	2307
27	810	49	0	2352
28	840	51	0	2403
29	870	50	0	2460
30	900	49	0	2520
31	930	49	0	2575
32	960	51	0	2646
33	990	55	0	2711
34	1020	56	0	2773
35	1050	57	0	2837
36	1080	59	0	2899
37	1110	58	0	2971
38	1140	60	0	3030
39	1170	64	0	3105
40	1200	62	0	3181
41	1230	63	0	3262
42	1260	62	0	3325
43	1290	63	0	3411
44	1320	61	0	3473
45	1350	60	0	3535
46	1380	60	0	3620
47	1410	65	0	3692
48	1440	70	0	3772
