	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1163	1	1
2	60	1167	22	12
3	90	1048	144	49
4	120	910	284	70
5	150	812	384	91
6	180	778	432	100
7	210	734	461	140
8	240	656	500	192
9	270	620	535	214
10	300	618	553	222
11	330	615	563	236
12	360	603	575	257
13	390	573	593	290
14	420	576	595	303
15	450	586	598	312
16	480	569	606	336
17	510	558	617	359
18	540	554	623	375
19	570	558	614	381
20	600	556	517	396
21	630	535	380	431
22	660	530	267	449
23	690	543	214	459
24	720	555	194	463
25	750	546	153	485
26	780	534	123	506
27	810	528	105	524
28	840	541	98	531
29	870	551	91	541
30	900	543	76	572
31	930	533	78	598
32	960	534	77	610
33	990	542	74	616
34	1020	545	64	638
35	1050	523	59	668
36	1080	508	59	694
37	1110	519	59	696
38	1140	522	59	704
39	1170	494	63	741
40	1200	486	65	758
41	1230	498	62	760
42	1260	501	64	763
43	1290	498	57	780
44	1320	477	57	814
45	1350	484	58	822
46	1380	486	57	833
47	1410	486	55	845
48	1440	461	55	879
