	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1175	0	1
2	60	1173	21	19
3	90	1059	57	133
4	120	913	89	280
5	150	825	110	372
6	180	788	124	433
7	210	795	127	455
8	240	808	127	466
9	270	825	127	471
10	300	850	127	474
11	330	878	127	476
12	360	908	127	478
13	390	932	127	479
14	420	963	127	480
15	450	921	192	486
16	480	758	339	534
17	510	619	438	593
18	540	538	487	637
19	570	523	502	647
20	600	528	506	563
21	630	532	507	409
22	660	555	507	309
23	690	566	507	242
24	720	581	507	215
25	750	600	507	203
26	780	613	507	197
27	810	631	507	196
28	840	630	531	194
29	870	542	631	202
30	900	438	732	219
31	930	407	762	237
32	960	404	773	242
33	990	409	779	208
34	1020	425	779	146
35	1050	434	779	99
36	1080	451	779	75
37	1110	474	779	67
38	1140	487	779	66
39	1170	500	779	70
40	1200	515	779	70
41	1230	520	795	71
42	1260	449	876	71
43	1290	375	954	77
44	1320	338	1000	81
45	1350	328	1020	84
46	1380	330	1024	75
47	1410	337	1025	60
48	1440	353	1025	41
