	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1182	1
2	60	9	1187	18
3	90	39	1072	126
4	120	72	941	258
5	150	103	794	403
6	180	111	751	458
7	210	114	752	475
8	240	151	733	488
9	270	208	639	542
10	300	233	583	594
11	330	254	544	628
12	360	259	531	648
13	390	263	549	654
14	420	292	533	661
15	450	328	505	676
16	480	360	474	692
17	510	377	458	702
18	540	387	466	706
19	570	390	482	694
20	600	419	466	613
21	630	452	444	479
22	660	475	434	345
23	690	494	434	279
24	720	495	449	261
25	750	500	454	253
26	780	527	444	214
27	810	556	422	159
28	840	573	418	118
29	870	593	404	99
30	900	595	408	97
31	930	600	417	92
32	960	638	391	80
33	990	661	375	68
34	1020	675	369	56
35	1050	680	369	53
36	1080	680	374	54
37	1110	684	382	52
38	1140	703	373	44
39	1170	730	358	36
40	1200	745	352	38
41	1230	749	359	38
42	1260	754	364	37
43	1290	766	360	35
44	1320	788	349	31
45	1350	803	340	31
46	1380	814	341	30
47	1410	821	352	27
48	1440	823	362	29
