	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1168	0	0
2	60	1193	2	8
3	90	1169	42	26
4	120	1129	114	31
5	150	1142	140	31
6	180	1166	146	32
7	210	1186	153	35
8	240	1146	172	81
9	270	1087	224	121
10	300	1087	246	126
11	330	1111	255	126
12	360	1148	255	126
13	390	1150	267	146
14	420	1125	296	176
15	450	1135	319	183
16	480	1172	325	183
17	510	1204	328	183
18	540	1241	331	188
19	570	1231	338	216
20	600	1229	323	235
21	630	1255	253	235
22	660	1289	222	235
23	690	1330	218	236
24	720	1312	219	272
25	750	1313	219	295
26	780	1337	181	301
27	810	1383	152	301
28	840	1411	142	301
29	870	1441	144	318
30	900	1432	151	354
31	930	1452	145	364
32	960	1486	132	365
33	990	1533	125	365
34	1020	1567	124	373
35	1050	1550	136	415
36	1080	1564	144	426
37	1110	1602	133	428
38	1140	1637	128	428
39	1170	1681	128	430
40	1200	1691	131	455
41	1230	1685	146	480
42	1260	1711	142	488
43	1290	1766	134	488
44	1320	1812	135	488
45	1350	1838	148	510
46	1380	1823	164	561
47	1410	1837	163	576
48	1440	1883	146	578
