	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1178	2
2	60	8	1190	27
3	90	43	1081	135
4	120	79	948	269
5	150	107	830	380
6	180	127	788	429
7	210	165	739	461
8	240	198	686	513
9	270	215	679	540
10	300	220	672	562
11	330	249	646	574
12	360	290	621	588
13	390	313	592	609
14	420	322	597	614
15	450	339	594	621
16	480	370	576	625
17	510	392	568	637
18	540	400	576	639
19	570	404	586	625
20	600	437	580	533
21	630	461	566	396
22	660	476	566	293
23	690	483	582	230
24	720	510	573	202
25	750	532	568	156
26	780	551	560	129
27	810	554	576	108
28	840	570	576	101
29	870	603	558	88
30	900	615	563	71
31	930	623	579	66
32	960	634	583	62
33	990	662	581	58
34	1020	687	574	50
35	1050	699	589	51
36	1080	704	604	54
37	1110	733	596	52
38	1140	761	585	53
39	1170	781	580	53
40	1200	786	597	51
41	1230	805	597	49
42	1260	836	578	50
43	1290	863	565	50
44	1320	871	575	49
45	1350	883	584	49
46	1380	916	564	54
47	1410	933	559	49
48	1440	943	565	50
