	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	1	0	1166
2	60	18	16	1159
3	90	108	54	1064
4	120	242	86	926
5	150	348	119	812
6	180	412	134	747
7	210	429	143	753
8	240	443	143	763
9	270	443	143	798
10	300	449	151	806
11	330	469	212	756
12	360	504	276	671
13	390	544	320	603
14	420	575	353	561
15	450	593	357	556
16	480	601	359	575
17	510	602	359	604
18	540	602	359	617
19	570	593	374	633
20	600	523	453	571
21	630	410	507	511
22	660	309	549	472
23	690	241	568	450
24	720	227	570	466
25	750	214	570	481
26	780	214	570	497
27	810	211	571	510
28	840	197	592	507
29	870	167	648	460
30	900	129	693	436
31	930	104	722	419
32	960	85	731	425
33	990	78	733	431
34	1020	77	733	440
35	1050	77	733	460
36	1080	77	736	477
37	1110	76	777	451
38	1140	65	827	409
39	1170	64	860	375
40	1200	55	882	354
41	1230	55	887	363
42	1260	52	888	376
43	1290	51	888	392
44	1320	52	888	400
45	1350	52	895	411
46	1380	50	934	391
47	1410	56	984	339
48	1440	54	1007	319
