	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1167	5	0
2	60	1160	35	14
3	90	1057	138	45
4	120	907	281	87
5	150	819	370	109
6	180	785	418	114
7	210	818	426	114
8	240	851	426	114
9	270	884	428	114
10	300	906	431	114
11	330	939	432	114
12	360	964	432	114
13	390	996	433	114
14	420	1018	434	114
15	450	1015	438	159
16	480	849	470	316
17	510	685	529	448
18	540	623	562	491
19	570	611	567	504
20	600	628	486	504
21	630	658	333	505
22	660	678	236	505
23	690	697	174	505
24	720	719	164	505
25	750	746	164	505
26	780	771	166	505
27	810	792	164	505
28	840	812	165	517
29	870	707	178	632
30	900	570	207	760
31	930	501	240	813
32	960	490	247	827
33	990	503	234	829
34	1020	516	175	829
35	1050	535	136	829
36	1080	560	112	829
37	1110	576	108	829
38	1140	602	107	829
39	1170	615	112	829
40	1200	639	113	829
41	1230	658	116	833
42	1260	606	119	903
43	1290	467	130	1052
44	1320	396	147	1121
45	1350	388	151	1138
46	1380	393	147	1140
47	1410	406	116	1140
48	1440	415	87	1140
