	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	4	1165	1
2	60	30	1168	9
3	90	144	1043	43
4	120	264	915	76
5	150	361	796	108
6	180	420	757	118
7	210	443	752	119
8	240	449	777	119
9	270	454	792	120
10	300	457	804	120
11	330	459	817	120
12	360	460	840	120
13	390	461	862	120
14	420	465	895	120
15	450	477	857	169
16	480	523	688	317
17	510	577	559	409
18	540	621	480	454
19	570	624	465	465
20	600	533	472	466
21	630	402	478	466
22	660	310	506	466
23	690	240	525	466
24	720	212	545	466
25	750	212	566	466
26	780	205	594	466
27	810	205	608	466
28	840	203	606	487
29	870	212	517	591
30	900	225	439	679
31	930	247	394	716
32	960	242	394	726
33	990	203	409	727
34	1020	153	422	727
35	1050	100	429	727
36	1080	76	441	727
37	1110	71	451	727
38	1140	69	463	727
39	1170	68	479	727
40	1200	68	497	727
41	1230	66	506	739
42	1260	67	436	829
43	1290	78	362	911
44	1320	87	319	957
45	1350	92	301	980
46	1380	83	309	982
47	1410	70	319	982
48	1440	51	331	982
