	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1169	0
2	60	11	1168	18
3	90	47	1074	116
4	120	73	868	334
5	150	83	758	455
6	180	96	709	507
7	210	117	663	552
8	240	129	644	577
9	270	150	621	591
10	300	166	610	605
11	330	170	613	615
12	360	186	607	625
13	390	204	602	631
14	420	214	604	640
15	450	231	596	646
16	480	255	588	651
17	510	263	590	659
18	540	277	594	663
19	570	307	586	654
20	600	321	594	586
21	630	332	599	383
22	660	357	585	233
23	690	361	595	174
24	720	384	592	129
25	750	405	585	102
26	780	414	586	94
27	810	427	602	82
28	840	441	603	74
29	870	455	605	64
30	900	462	617	60
31	930	490	611	54
32	960	514	609	50
33	990	525	615	45
34	1020	555	608	37
35	1050	576	606	34
36	1080	581	616	37
37	1110	602	613	36
38	1140	617	611	41
39	1170	628	618	42
40	1200	646	633	41
41	1230	664	626	42
42	1260	675	640	43
43	1290	687	648	39
44	1320	711	639	37
45	1350	719	650	35
46	1380	743	644	39
47	1410	767	628	41
48	1440	777	633	42
