	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	0	4	1169
2	60	13	20	1173
3	90	68	130	1041
4	120	87	300	875
5	150	93	386	811
6	180	94	400	816
7	210	94	401	842
8	240	98	404	864
9	270	173	431	782
10	300	249	482	681
11	330	267	536	626
12	360	268	547	632
13	390	269	547	657
14	420	269	550	675
15	450	296	555	664
16	480	363	577	597
17	510	399	589	565
18	540	403	595	578
19	570	404	584	598
20	600	404	497	624
21	630	413	325	641
22	660	482	230	594
23	690	527	220	550
24	720	537	226	546
25	750	541	229	557
26	780	541	211	575
27	810	541	156	592
28	840	579	102	583
29	870	646	110	518
30	900	672	116	497
31	930	674	119	507
32	960	674	116	535
33	990	674	101	546
34	1020	690	80	544
35	1050	748	79	497
36	1080	790	87	459
37	1110	802	94	453
38	1140	803	97	464
39	1170	803	95	483
40	1200	808	80	491
41	1230	836	75	480
42	1260	891	74	437
43	1290	916	79	418
44	1320	919	80	430
45	1350	919	77	447
46	1380	919	60	460
47	1410	932	53	463
48	1440	987	53	420
