	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	0	1	1171
2	60	15	11	1173
3	90	61	106	1070
4	120	93	254	917
5	150	96	311	887
6	180	96	331	887
7	210	100	339	899
8	240	144	364	853
9	270	184	409	799
10	300	199	442	789
11	330	200	452	806
12	360	202	453	835
13	390	242	460	815
14	420	293	489	765
15	450	314	511	751
16	480	316	521	757
17	510	316	524	779
18	540	340	528	782
19	570	398	537	739
20	600	427	475	723
21	630	432	341	737
22	660	432	255	771
23	690	438	233	801
24	720	496	233	761
25	750	541	236	718
26	780	552	194	724
27	810	552	163	737
28	840	553	155	772
29	870	598	155	758
30	900	657	161	718
31	930	676	145	714
32	960	676	127	732
33	990	676	120	757
34	1020	696	119	762
35	1050	760	120	709
36	1080	796	126	681
37	1110	801	117	703
38	1140	801	109	730
39	1170	806	108	754
40	1200	860	115	726
41	1230	915	123	675
42	1260	921	118	674
43	1290	921	111	684
44	1320	922	108	699
45	1350	960	112	682
46	1380	1031	125	611
47	1410	1046	125	608
48	1440	1047	112	622
