	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	0	0	1176
2	60	25	18	1169
3	90	151	56	1034
4	120	325	86	870
5	150	432	110	768
6	180	469	113	749
7	210	481	113	761
8	240	483	114	783
9	270	484	114	809
10	300	487	114	836
11	330	487	114	864
12	360	490	114	894
13	390	491	114	910
14	420	493	114	941
15	450	498	114	972
16	480	501	136	976
17	510	543	283	813
18	540	627	420	620
19	570	672	466	537
20	600	568	479	528
21	630	402	479	542
22	660	290	479	552
23	690	239	479	575
24	720	222	479	592
25	750	221	479	609
26	780	220	479	628
27	810	220	479	643
28	840	219	479	656
29	870	218	479	673
30	900	218	480	690
31	930	227	550	626
32	960	248	681	494
33	990	265	738	428
34	1020	250	757	411
35	1050	164	760	420
36	1080	100	760	437
37	1110	86	760	446
38	1140	82	760	462
39	1170	82	760	469
40	1200	82	760	491
41	1230	82	760	507
42	1260	80	760	535
43	1290	81	760	552
44	1320	83	760	567
45	1350	86	787	552
46	1380	90	902	453
47	1410	100	988	371
48	1440	102	1016	348
