	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	6	1169	0
2	60	25	1168	11
3	90	133	1054	49
4	120	296	887	73
5	150	406	787	88
6	180	453	767	95
7	210	462	765	107
8	240	486	716	156
9	270	539	637	199
10	300	568	618	216
11	330	582	618	220
12	360	589	629	227
13	390	600	604	267
14	420	618	558	305
15	450	631	545	323
16	480	636	540	332
17	510	637	555	335
18	540	636	552	363
19	570	632	528	398
20	600	540	523	416
21	630	392	546	420
22	660	269	552	422
23	690	213	543	449
24	720	205	518	485
25	750	192	518	507
26	780	144	526	513
27	810	113	544	514
28	840	94	532	533
29	870	93	506	575
30	900	87	498	603
31	930	73	501	609
32	960	59	515	611
33	990	56	509	628
34	1020	61	470	678
35	1050	60	456	708
36	1080	56	447	719
37	1110	52	452	725
38	1140	50	454	739
39	1170	52	439	765
40	1200	56	418	793
41	1230	57	424	802
42	1260	56	436	805
43	1290	53	432	819
44	1320	55	408	847
45	1350	59	379	885
46	1380	57	380	896
47	1410	55	390	898
48	1440	51	393	901
