	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1179	0	2
2	60	1164	18	30
3	90	1074	50	133
4	120	953	73	268
5	150	867	97	370
6	180	786	122	467
7	210	732	138	530
8	240	702	154	576
9	270	670	179	606
10	300	646	202	630
11	330	628	223	652
12	360	605	243	665
13	390	595	258	682
14	420	602	274	689
15	450	601	289	695
16	480	589	313	702
17	510	597	323	705
18	540	606	335	704
19	570	614	346	693
20	600	626	358	604
21	630	627	370	474
22	660	622	394	378
23	690	617	410	277
24	720	618	424	214
25	750	615	441	171
26	780	597	464	140
27	810	596	480	126
28	840	601	492	101
29	870	612	503	91
30	900	611	518	78
31	930	618	529	72
32	960	616	550	64
33	990	619	568	59
34	1020	611	588	58
35	1050	609	607	62
36	1080	610	624	64
37	1110	611	644	67
38	1140	620	667	65
39	1170	616	688	61
40	1200	614	705	58
41	1230	611	718	57
42	1260	613	736	53
43	1290	619	750	52
44	1320	621	765	50
45	1350	622	789	49
46	1380	611	810	51
47	1410	610	822	56
48	1440	610	841	55
