	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	1	1163	0
2	60	21	1160	12
3	90	121	1047	52
4	120	233	933	87
5	150	340	823	115
6	180	408	754	130
7	210	434	758	131
8	240	442	770	131
9	270	443	794	132
10	300	448	790	165
11	330	486	702	230
12	360	528	631	278
13	390	567	573	317
14	420	592	551	325
15	450	599	563	325
16	480	602	576	325
17	510	603	593	325
18	540	605	593	343
19	570	604	534	408
20	600	537	484	458
21	630	436	452	493
22	660	330	452	504
23	690	260	460	508
24	720	227	492	508
25	750	218	513	508
26	780	218	525	515
27	810	215	490	565
28	840	194	445	612
29	870	153	439	640
30	900	122	434	653
31	930	98	446	656
32	960	88	461	658
33	990	85	471	658
34	1020	86	483	658
35	1050	90	466	689
36	1080	83	440	734
37	1110	69	407	773
38	1140	60	401	787
39	1170	57	417	790
40	1200	53	433	791
41	1230	53	441	792
42	1260	52	457	793
43	1290	53	437	832
44	1320	58	396	885
45	1350	59	355	925
46	1380	56	344	945
47	1410	50	358	948
48	1440	48	369	949
